コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,あす楽配送管理番号,サイズ表リンク,二重価格文言管理番号,カタログIDなしの理由,配送方法セット管理番号,白背景画像URL,メーカー提供情報表示
"","bgv-case","BGV-NSSC","403657","1005582/5000038","細かい字がみえない！針に糸が通せない！ルーペじゃ片手しか使えない！そんなお悩みのあなたに、でっかく！ハッキリ！両手が使える拡大鏡「ビッグビジョン」<br>","","【正規品】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョン 専用ケース(ブラック)【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】<br>","1500","","0","0","","7","","0","0","1","1","0","1","0","0","<div class=""spec"">
<table width=""100%"" cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#e9e9e9"">
<tr valign=""top"">
<td bgcolor=""#fffeef"" width=""20%"">セット内容</td>
<td width=""80%"">本体×1</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">サイズ</td>
<td>(約)幅165×高さ50×奥行85mm</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">カラー</td>
<td>ブラック</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">重量</td>
<td>約46g</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">材質</td>
<td>ポリエステル等</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">製造国</td>
<td>中国製</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">送料</td>
<td>500円（税抜）</td>
</tr>
</table>
</div><br>



<font color=""#666666"" size=""2""><strong>【検索用キーワード】
<br />
ショップジャパン / テレビショッピング / TVショップ / 正規販売店 / 通販 / <br />
テレビショッピング / ビッグビジョン / 拡大鏡<br />
</strong></font>
<div style=""margin:15px 0; padding:0; width:410px; line-height:1.5em""><a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫ 驚くほどスベ～ル！セラフィット</a></div><div style=""border: 1px solid #555555; width:390px; padding:10px; font-size: 12px; color:#555;"">ショップジャパン（Shop Japan）はワンダーコア、ワンダーコアスマート、セラフィット、スレンダートーン、トゥルースリーパー、ながらウォークなど、TV通販でおなじみの商品をお届けします。</div>","<hr>
●セット内容／本体×1<br>
●サイズ／(約)幅165×高さ50×奥行85mm<br>
●カラー／ブラック<br>
●重量／約46g<br>
●材質／ポリエステル等<br>
●中国製<br>
●送料／500円（税抜）
<hr>","<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/sp_common.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/day.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/ss.css"">

<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/item/bgv.css"">

<hr>
●セット内容／本体×1<br>
●サイズ／(約)幅165×高さ50×奥行85mm<br>
●カラー／ブラック<br>
●重量／約46g<br>
●材質／ポリエステル等<br>
●中国製<br>
●送料／500円（税抜）
<hr>

▼ご注文前にお読み下さい<br><a href=""https://www.rakuten.ne.jp/gold/shopjapan/sp/category/return.html"">⇒ 39日間返品保証について</a>
<hr>
<a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br> <a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫  驚くほどスベ～ル！セラフィット</a>
","","https://image.rakuten.co.jp/shopjapan/cabinet/bgv/kan_b_01.jpg https://image.rakuten.co.jp/shopjapan/cabinet/share/promise_1607.jpg https://image.rakuten.co.jp/shopjapan/cabinet/bgv/bgv_ct_0622.jpg","【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアスマートセラフィットスレンダートーン】も発売中！ 102時間限定！エントリーでポイント最大16倍【7日20:00～12日1:59】【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！ 【正規品】【ショップジャパン】【大きく見える拡大鏡】ビッグビジョン専用ケース【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！","","","2","1","99989","0","","","","199614-0010003424","0","","","1","0","27","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","5","","",""
"","bgv-case-r","BGV-NSSR","403657","1005582/5000038","細かい字がみえない！針に糸が通せない！ルーペじゃ片手しか使えない！そんなお悩みのあなたに、でっかく！ハッキリ！両手が使える拡大鏡「ビッグビジョン」<br>","","【正規品】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョン 専用ケース(レッド)【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】<br>","1500","","0","0","","7","","0","0","1","1","0","1","0","0","<div class=""spec"">
<table width=""100%"" cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#e9e9e9"">
<tr valign=""top"">
<td bgcolor=""#fffeef"" width=""20%"">セット内容</td>
<td width=""80%"">本体×1</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">サイズ</td>
<td>(約)幅165×高さ50×奥行85mm</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">カラー</td>
<td>レッド</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">重量</td>
<td>約46g</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">材質</td>
<td>ポリエステル等</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">製造国</td>
<td>中国製</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">送料</td>
<td>500円（税抜）</td>
</tr>
</table>
</div><br>



<font color=""#666666"" size=""2""><strong>【検索用キーワード】
<br />
ショップジャパン / テレビショッピング / TVショップ / 正規販売店 / 通販 / <br />
テレビショッピング / ビッグビジョン / 拡大鏡<br />
</strong></font>
<div style=""margin:15px 0; padding:0; width:410px; line-height:1.5em""><a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫ 驚くほどスベ～ル！セラフィット</a></div><div style=""border: 1px solid #555555; width:390px; padding:10px; font-size: 12px; color:#555;"">ショップジャパン（Shop Japan）はワンダーコア、ワンダーコアスマート、セラフィット、スレンダートーン、トゥルースリーパー、ながらウォークなど、TV通販でおなじみの商品をお届けします。</div>","<hr>
●セット内容／本体×1<br>
●サイズ／(約)幅165×高さ50×奥行85mm<br>
●カラー／レッド
●重量／約46g<br>
●材質／ポリエステル等<br>
●中国製<br>
●送料／500円（税抜）
<hr>","<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/sp_common.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/day.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/ss.css"">

<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/item/bgv.css"">

<hr>
●セット内容／本体×1<br>
●サイズ／(約)幅165×高さ50×奥行85mm<br>
●カラー／レッド<br>
●重量／約46g<br>
●材質／ポリエステル等<br>
●中国製<br>
●送料／500円（税抜）
<hr>

▼ご注文前にお読み下さい<br><a href=""https://www.rakuten.ne.jp/gold/shopjapan/sp/category/return.html"">⇒ 39日間返品保証について</a>
<hr>
<a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br> <a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫  驚くほどスベ～ル！セラフィット</a>
","","https://image.rakuten.co.jp/shopjapan/cabinet/bgv/kan_r_01.jpg https://image.rakuten.co.jp/shopjapan/cabinet/share/promise_1607.jpg https://image.rakuten.co.jp/shopjapan/cabinet/bgv/bgv_ct_0622.jpg","【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアスマートセラフィットスレンダートーン】も発売中！ 102時間限定！エントリーでポイント最大16倍【7日20:00～12日1:59】【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！ 【正規品】【ショップジャパン】【大きく見える拡大鏡】ビッグビジョン専用ケース【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！","","","2","1","99992","0","","","","199614-0010004177","0","","","1","0","27","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","5","","",""
"","bgv-en1","BGV-NGR1","403657","1005582/5000038","細かい字がみえない！針に糸が通せない！ルーペじゃ片手しか使えない！そんなお悩みのあなたに、でっかく！ハッキリ！両手が使える拡大鏡「ビッグビジョン」<br>","","【正規品】【ショップジャパン】【大きく見える拡大鏡】<br>ビッグビジョン 安心ギフトセット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】<br>","8244","","0","1","","","","0","1","1","1","0","1","0","0","<div class=""spec"">
<table width=""100%"" cellpadding=""5"" cellspacing=""0"" border=""1"" bordercolor=""#e9e9e9"">
<tr valign=""top"">
<td bgcolor=""#fffeef"" width=""20%"">セット内容</td>
<td width=""80%"">本体×1、取扱説明書×、収納ポーチ×1</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">サイズ</td>
<td>本体(傷防止＆UVカットコーティング付き)×1、取扱説明書×1、収納ポーチ×1、専用ケース×1</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">重量</td>
<td>約38g</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">材質</td>
<td>レンズ・つる：ポリカーボネート樹脂、鼻あて：TPR(ゴム)、ポーチ：ポリエステル、専用ケース：PP樹脂</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">仕様</td>
<td>拡大率：1.6倍、傷防止＆UVカットコーティング付き</td>
</tr> 
<tr valign=""top"">
<td bgcolor=""#fffeef"">製造国</td>
<td>中国製</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">保証期間</td>
<td>1年+4年</td>
</tr>
<tr valign=""top"">
<td bgcolor=""#fffeef"">送料</td>
<td>0円（税抜）</td>
</tr>
</table>
</div><br>



<font color=""#666666"" size=""2""><strong>【検索用キーワード】
<br />
ショップジャパン / テレビショッピング / TVショップ / 正規販売店 / 通販 / <br />
テレビショッピング / ビッグビジョン / 拡大鏡<br />
</strong></font>
<div style=""margin:15px 0; padding:0; width:410px; line-height:1.5em""><a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br><a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫ 驚くほどスベ～ル！セラフィット</a></div><div style=""border: 1px solid #555555; width:390px; padding:10px; font-size: 12px; color:#555;"">ショップジャパン（Shop Japan）はワンダーコア、ワンダーコアスマート、セラフィット、スレンダートーン、トゥルースリーパー、ながらウォークなど、TV通販でおなじみの商品をお届けします。</div>","<hr>
細かい字がみえない！針に糸が通せない！ルーペじゃ片手しか使えない！そんなお悩みのあなたに、でっかく！ハッキリ！両手が使える拡大鏡「ビッグビジョン」
<hr>

●セット内容／本体(傷防止＆UVカットコーティング付き)×1、取扱説明書×1、収納ポーチ×1、専用ケース×1<br>
●サイズ／本体：(約)幅140×高さ47mm×つるの長さ170mm、ポーチ：(約)幅85×長さ180mm、専用ケース：(約)幅165×高さ68×奥行72mm<br>
●重量／約38g<br>
●材質／レンズ・つる：ポリカーボネート樹脂、鼻あて：TPR(ゴム)、ポーチ：ポリエステル、専用ケース：PP樹脂<br>
●仕様／拡大率：1.6倍、傷防止＆UVカットコーティング付き<br>
●中国製<br>
●保証期間／1年+4年<br>
●送料／0円（税抜）","<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/sp_common.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/day.css"">
<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/ss.css"">

<link rel=""stylesheet""　　　　　　　　　　　　　　　="""" href=""https://www.rakuten.ne.jp/gold/shopjapan/css/item/bgv.css"">

<a　　　　　　　　　　　　　　　 class=""bgv_hb_sp"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_cp_sp"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_cp_sp02"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_usa_sp"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp1"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp2"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp3"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp4"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp5"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp6"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp7"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp8"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_sp_lp9"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_cp_sp"">
<p></p></a　　　　　　　　　　　　　　　>

<a　　　　　　　　　　　　　　　 class=""bgv_cp_sp02"">
<p></p></a　　　　　　　　　　　　　　　>

<img src=""https://image.rakuten.co.jp/shopjapan/cabinet/bgv/splp01.jpg"" width=""100%"">

<table width=""100%"" cellspacing=""0"" cellpadding=""0"" border=""0"">
<tr>
<td width=""30%"">
<a href=""https://item.rakuten.co.jp/shopjapan/bgv-net2/#itemSpecification"">
<img src=""https://image.rakuten.co.jp/shopjapan/cabinet/bgv/spsc01.jpg"" width=""98%""></a>
</td>
<td width=""30%"">
<a href=""https://item.rakuten.co.jp/shopjapan/bgv-net4/#itemSpecification"">
<img src=""https://image.rakuten.co.jp/shopjapan/cabinet/bgv/spsc02.jpg"" width=""100%""></a>
</td>
<td width=""30%"">
<a href=""https://item.rakuten.co.jp/shopjapan/bgv-soft2/#itemSpecification"">
<img src=""https://image.rakuten.co.jp/shopjapan/cabinet/bgv/spsc03.jpg"" width=""98%""></a>
</td>
</tr>
</table>


<img src=""https://image.rakuten.co.jp/shopjapan/cabinet/bgv/splp02.jpg"" width=""100%"">


<br><br>

<p>■ギフトセット、関連商品はこちら</p><br><br>
<p><a href=""https://item.rakuten.co.jp/shopjapan/bgv-ngf2/#itemSpecification"">⇒「ビッグビジョン２本目無料ギフトセット」7,380円（税抜）はこちら　※</a></p>
<p><a href=""https://item.rakuten.co.jp/shopjapan/bgv-case/#itemSpecification"">⇒「ビッグビジョン専用ケース」1,500円（税抜）はこちら</a></p>
<p><a href=""https://item.rakuten.co.jp/shopjapan/bgv-led/#itemSpecification"">⇒「ビッグビジョンLEDライト」1,500円（税抜）はこちら</a></p>
<p>※ギフトセットは、本体2本と専用ケース2個を1つのラッピングBOXに入れた状態でお届けします。</p>


<a　　　　　　　　　　　　　　　 class=""qa_item_sp""><p></p>
<a href=""https://www.rakuten.ne.jp/gold/shopjapan/faq/bgv.html"" target=""_blank"">＞ ビッグビジョンに関する<br>よくある質問はこちら</a>
</a　　　　　　　　　　　　　　　>

<hr>
●セット内容／本体(傷防止＆UVカットコーティング付き)×1、取扱説明書×1、収納ポーチ×1、専用ケース×1<br>
●サイズ／本体：(約)幅140×高さ47mm×つるの長さ170mm、ポーチ：(約)幅85×長さ180mm、専用ケース：(約)幅165×高さ68×奥行72mm<br>
●重量／約38g<br>
●材質／レンズ・つる：ポリカーボネート樹脂、鼻あて：TPR(ゴム)、ポーチ：ポリエステル、専用ケース：PP樹脂<br>
●仕様／拡大率：1.6倍、傷防止＆UVカットコーティング付き<br>
●中国製<br>
●保証期間／1年+4年<br>
●送料／0円（税抜）
<hr>

▼ご注文前にお読み下さい<br><a href=""https://www.rakuten.ne.jp/gold/shopjapan/sp/category/return.html"">⇒ 39日間返品保証について</a>
<hr>
<a href=""https://www.rakuten.ne.jp/gold/shopjapan/"">≫ ショップジャパン (ShopJapan) 楽天市場店TOPへ</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000484/"">≫ 倒れるだけで腹筋！ワンダーコア</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000628/"">≫ ワンダーコアがコンパクトに！ワンダーコア スマート</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000105/"">≫ 500万枚突破！低反発マットレス トゥルースリーパー プレミアム</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000607/"">≫ 最強EMS！スレンダートーン</a><br>
<a href=""https://item.rakuten.co.jp/shopjapan/c/0000000671/"">≫ 3分ゆらゆら下っ腹シェイプ！ながらウォーク</a><br> <a href=""https://item.rakuten.co.jp/shopjapan/c/0000000718/"">≫  驚くほどスベ～ル！セラフィット</a>
","","https://image.rakuten.co.jp/shopjapan/cabinet/bgv/bgv_s1_ba.jpg https://image.rakuten.co.jp/shopjapan/cabinet/bgv/s_ba1_2.jpg https://image.rakuten.co.jp/shopjapan/cabinet/bgv/s_cm1_1.jpg https://image.rakuten.co.jp/shopjapan/cabinet/bgv/s_cm2_1.jpg https://image.rakuten.co.jp/shopjapan/cabinet/share/promise_1607.jpg","【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアスマートセラフィットスレンダートーン】も発売中！ 102時間限定！エントリーでポイント最大16倍【7日20:00～12日1:59】【正規品】【ショップジャパン】ビッグビジョン【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！ 【正規品】【ショップジャパン】【大きく見える拡大鏡】ビッグビジョン安心ギフトセット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！ 【正規品】【ショップジャパン】【大きく見える拡大鏡】ビッグビジョン安心ギフトセット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！ 【正規品】【ショップジャパン】【大きく見える拡大鏡】ビッグビジョン安心ギフトセット【ビックビジョン】【メガネ】【ルーペ】【おおきくみえる】【ワンダーコアワンダーコアスマートスレンダートーンセラフィット】も発売中！","","","2","1","0","0","","","","199614-0010003428","0","","","1","0","27","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","5","","",""
