コントロールカラム,商品管理番号（商品URL）,商品番号,全商品ディレクトリID,タグID,PC用キャッチコピー,モバイル用キャッチコピー,商品名,販売価格,表示価格,消費税,送料,個別送料,送料区分1,送料区分2,代引料,倉庫指定,商品情報レイアウト,注文ボタン,資料請求ボタン,商品問い合わせボタン,再入荷お知らせボタン,のし対応,PC用商品説明文,モバイル用商品説明文,スマートフォン用商品説明文,PC用販売説明文,商品画像URL,商品画像名（ALT）,動画,販売期間指定,注文受付数,在庫タイプ,在庫数,在庫数表示,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名,項目選択肢別在庫用残り表示閾値,RAC番号,サーチ非表示,闇市パスワード,カタログID,在庫戻しフラグ,在庫切れ時の注文受付,在庫あり時納期管理番号,在庫切れ時納期管理番号,予約商品発売日,ポイント変倍率,ポイント変倍率適用期間,ヘッダー・フッター・レフトナビ,表示項目の並び順,共通説明文（小）,目玉商品,共通説明文（大）,レビュー本文表示,サイズ表リンク,二重価格文言管理番号,カタログIDなしの理由,配送方法セット管理番号,白背景画像UR¥n"","11111112222","11111112222","112960","","","","テスト","50000000","","1","0","","","","0","1","1","1","0","1","0","0","","","","","","","","","-1","1","10","0","","","","321072-0010000081","0","","","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","0","","",""
"","1201ikedatest","1201ikedatest","101361","","aaa","aaa","1201ikedatest","1201","","1","0","","","","0","1","1","1","0","1","0","0","","","","","","","","2016/12/19 17:19 2016/12/30 19:18","-1","1","3","0","","","","321072-0010000128","0","","","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","1205genretest","1205genretest","200904","1011106","1205genretest","","1205genretest","30000","","0","0","","","","0","1","1","0","0","0","0","0","1205genretest","","","","","","","","-1","1","0","0","","","","321072-0010000131","0","","","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","0","","0","","",""
"","1205ikedatest","1205ikedatest","101361","","1205ikedatest","1205ikedatest","1205ikedatest","1205","","1","0","","","","0","1","1","1","0","1","0","0","","","","","","","","2016/12/19 19:00 2016/12/30 19:00","-1","1","2","0","","","","321072-0010000129","0","","","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","0","","",""
"","1205test2","1205test2","216017","","1205test2","catch","1205test2","43000","","1","0","","","","0","1","1","1","0","1","0","0","","","","","","","","","-1","1","5","0","","","","321072-0010000130","0","","","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","0","","",""
"","4560119223234","4560119223234","210695","","モイスト・ダイアン","モイスト・ダイアン","【訳あり アウトレット】モイスト・ダイアン ヘアトリートメントミスト 100ml","576","","1","0","","","","0","0","1","1","0","1","0","0","原産国 : 日¥n内容量 : 100m¥n商品紹¥n・目に入らないようにご注意ください。もし目に入った場合は、すぐに水かぬるま湯で洗い流してください。・乳幼児の手の届かないところにおいてください。・頭皮に傷・はれもの・しっしん等、異常ある時は、お使いにならないでください。・使用中や使用後に刺激等の異常があらわれた時は、お使いにならないでください。・極端に高温又は低温となる場所、直射日光のあたる場所には保管しないでください。・本品記載の使用法・使用上の注意をよくお読みの上ご使用下さい。・目に入らないようにご注意ください。もし目に入った場合は、すぐに水かぬるま湯で洗い流してください。・乳幼児の手の届かないところにおいてください。・頭皮に傷・はれもの・しっしん等、異常ある時は、お使いにならないでください。・使用中や使用後に刺激等の異常があらわれた時は、お使いにならないでください。・極端に高温又は低温となる場所、直射日光のあたる場所には保管しないでください。・本品記載の使用法・使用上の注意をよくお読みの上ご使用下さい¥n傷んだキューティクルのケアと同時に、内部に香りを閉じ込めたフレグランスキューティクルを髪表面に形成することで長時間香りが持続します¥n原材料・成¥n水、エタノール、BG、DPG、PEG-12ジメチコン、ワサビノキ種子エキス、トチャカエキス、ベタイン、クレアチン、ジラウロイルグルタミン酸リシンNa、加水分解ヒアルロン酸、加水分解ケラチン(羊毛)、PCA-Na、アルギニン、アスパラギン酸、PCA、グリシン、アラニン、セリン、バリン、プロリン、トレオニン、イソロイシン、ヒスチジン、フェニルアラニン、乳酸Na、セラミド1、セラミド3、セラミド6?、フィトスフィンゴシン、ポリクオタニウム-51、クエン酸Na、クエン酸、キサンタンガム、カルボマー、コレステロール、ラウロイル乳酸Na、グリセリン、PEG-20ソルビタンココエート、PPG-6デシルテトラデセス-30、水酸化Na、オキシベンゾン-4、ペンチレングリコール、フェノキシエタノール、香料","","","","https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4560119223234.jpg","【訳ありアウトレット】モイスト・ダイアンヘアトリートメントミスト100ml","","","-1","1","0","1","","","","321072-0010000048","0","","4560119223234","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","4560119225016","4560119225016","204759","","キラッとツヤッと白い歯に！！","キラッとツヤッと白い歯に！！","【訳あり アウトレット】薬用トゥービー・ホワイト　デンタルペースト（歯磨き粉）　100g","403","","1","0","","","","0","0","1","1","0","1","0","0","海底・湖底に堆積した火山灰や溶岩が長い年月を経て出来た地球からの贈り物。汚れを吸着・除去し、歯を本来の輝く白い歯へ導きます¥n薬用トゥービー・ホワイト　デンタルペースト（歯磨き粉¥n価¥n(税込)972円商¥nカテゴリオーラルケ¥n内容量100gブランドトゥービー・ホワイ¥n原料・成分詳細を見¥n●湿潤剤：ソルビット液、濃グリセリン ●溶剤：精製水 ●清掃剤：含水ケイ酸、ベントナイト、無水ケイ酸（スクラブシリカ） ●発泡剤：２-アルキル-Ｎ-カルボキシメチル-Ｎ-ヒドロキシエチルイミダゾリニウムベタイン、ラウリル硫酸ナトリウム ●粘結剤：キサンタンガム ●可溶剤：ポリオキシエチレン硬化ヒマシ油 ●安定剤：酸化チタン ●pH調整剤：クエン酸ナトリウム、クエン酸 ●香味剤：香料（ハーブミントタイプ） ●清涼剤：ｌ-メントール、ユーカリ油、チョウジ油 ●洗浄剤：メタリン酸ナトリウム ●薬用成分：塩化セチルピリジニウム、β-グリチルレチン酸 ●甘味剤：サッカリンナトリウム ●矯味剤：ローズマリーエキス、セージエキス、オトギリソウエキ¥nご使用方法詳細を見¥n適量を歯ブラシにとり、歯及び歯ぐきをブラッシングする。 ","","","","https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4560119225016.jpg https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4560119225016-2.jpg","【訳ありアウトレット】薬用トゥービー・ホワイトデンタルペースト（歯磨き粉）100g 【訳ありアウトレット】薬用トゥービー・ホワイトデンタルペースト（歯磨き粉）100g","","","-1","1","0","1","","","","321072-0010000047","0","","4560119225016","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","4562147877205","4562147877205","507828","","orpTOKYO","orpTOKYO","【訳あり アウトレット】orpTOKYO スキンコンディショニングウォーター 60ｇ","576","","1","0","","","","0","1","1","1","0","1","0","0","商品紹介 開封後はなるべくお早めにご使用ください。極端に高温または低温の場所、直射日光の当たる場所には保管しないでください。お肌に合わない場合はご使用をおやめください。捨てる際は火気のない戸外で、噴射音が消えるまでボタンを押してガスを抜いてください。※容器は振らずに、必ず正立状態でお使いください。容器を振ったり横向きや倒立で使用するとガスが抜けて最後まで使用できなくなることがあります。 純水を電気分解し、イオン化した弱酸性水です。お肌のコンディションを整えます。お顔、体、髪の毛などにもご使用いただけます。 原材料・成分 水、ヒアルロン酸Na,加水分解コラーゲン、BG、窒素","","","","https://image.rakuten.co.jp/kuroko/cabinet/4562147877205.jpg","【訳ありアウトレット】orpTOKYOスキンコンディショニングウォーター60ｇ","","","-1","1","0","1","","","","321072-0010000050","0","","4562147877205","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","4562147877274","4562147877274","210695","","orpTOKYO","orpTOKYO","【訳あり アウトレット】orpTOKYO モイスチャーミルキィ 80ml","926","","1","0","","","","0","0","1","1","0","1","0","0","<style type=""text/css""¥n.item-spec¥nwidth:90%¥nfont-size:.8em¥n¥n.spec-table¥nborder-bottom:1px solid #ccc¥nborder-left:1px solid #ccc¥nfont-size:13px¥n¥n.spec-table td¥nborder:1px solid #ccc¥nborder-bottom:none¥nborder-left:none¥npadding:5px¥n¥n.spec-table .spec-l¥nwidth:7em¥n¥n</style¥n<div class=""item-spec""¥n<table border=""0"" cellpadding=""0"" cellspacing=""0"" class=""spec-table""¥n<tr><td class=""spec-l"">原産国</td><td>日本</td></tr¥n<tr><td>内容量</td><td>80ml</td></tr¥n<tr><td>商品紹介</td><td>傷、はれもの、湿疹など、お肌に異常がある時はご使用をおやめください。ご使用中、またはご使用後、日光に当たって、赤味、はれ、かゆみ、刺激などの異常があらわれたときはご使用を中止し、専門医へご相談をおすすめします。そのまま他の化粧品も含めて使用を続けますと悪化することがあります。目に入った時は、すぐに水で洗い流してください。極端に高温または低温の場所、直射日光に当たる場所に保管しないでください。<br¥n合成界面活性剤、タール系合成着色料、遺伝子組み換え成分、アルコール、パラベン、鉱物油が無添加です</td></tr¥n<tr><td>原材料・成分</td><td>水、オリーブ油、BG、マカデミアナッツ油、ミツロウ、ステアリン酸グリセリル(SE)、イソステアリン酸ポリグリセリル-10、ヤシ油脂肪酸PEG-7グリセリル、ハチミツエキス、ハチミツ、ローヤルゼリー、ヒナギク花エキス、プロポリスエキス、ペンチレングリコール、PEG-20ソルビタンココエート、キサンタンガム、1,2-ヘキサンジオール、ダイズ油、トコフェロール、チガヤ根エキス、グリセリン、PEG-8、ポリクオタニウム-51、トウキンセンカ花エキス、カルボマー、チューベロース多糖体、PG、PEG-40水添ヒマシ油、香¥n</td></tr¥n</table¥n</div>","原産国 : 日¥n内容量 : 80m¥n商品紹¥n傷、はれもの、湿疹など、お肌に異常がある時はご使用をおやめください。ご使用中、またはご使用後、日光に当たって、赤味、はれ、かゆみ、刺激などの異常があらわれたときはご使用を中止し、専門医へご相談をおすすめします。そのまま他の化粧品も含めて使用を続けますと悪化することがあります。目に入った時は、すぐに水で洗い流してください。極端に高温または低温の場所、直射日光に当たる場所に保管しないでください¥n合成界面活性剤、タール系合成着色料、遺伝子組み換え成分、アルコール、パラベン、鉱物油が無添加で¥n原材料・成¥n水、オリーブ油、BG、マカデミアナッツ油、ミツロウ、ステアリン酸グリセリル(SE)、イソステアリン酸ポリグリセリル-10、ヤシ油脂肪酸PEG-7グリセリル、ハチミツエキス、ハチミツ、ローヤルゼリー、ヒナギク花エキス、プロポリスエキス、ペンチレングリコール、PEG-20ソルビタンココエート、キサンタンガム、1,2-ヘキサンジオール、ダイズ油、トコフェロール、チガヤ根エキス、グリセリン、PEG-8、ポリクオタニウム-51、トウキンセンカ花エキス、カルボマー、チューベロース多糖体、PG、PEG-40水添ヒマシ油、香料","原産国 : 日¥n内容量 : 80m¥n商品紹¥n傷、はれもの、湿疹など、お肌に異常がある時はご使用をおやめください。ご使用中、またはご使用後、日光に当たって、赤味、はれ、かゆみ、刺激などの異常があらわれたときはご使用を中止し、専門医へご相談をおすすめします。そのまま他の化粧品も含めて使用を続けますと悪化することがあります。目に入った時は、すぐに水で洗い流してください。極端に高温または低温の場所、直射日光に当たる場所に保管しないでください¥n合成界面活性剤、タール系合成着色料、遺伝子組み換え成分、アルコール、パラベン、鉱物油が無添加で¥n原材料・成¥n水、オリーブ油、BG、マカデミアナッツ油、ミツロウ、ステアリン酸グリセリル(SE)、イソステアリン酸ポリグリセリル-10、ヤシ油脂肪酸PEG-7グリセリル、ハチミツエキス、ハチミツ、ローヤルゼリー、ヒナギク花エキス、プロポリスエキス、ペンチレングリコール、PEG-20ソルビタンココエート、キサンタンガム、1,2-ヘキサンジオール、ダイズ油、トコフェロール、チガヤ根エキス、グリセリン、PEG-8、ポリクオタニウム-51、トウキンセンカ花エキス、カルボマー、チューベロース多糖体、PG、PEG-40水添ヒマシ油、香料","","https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4562147877274.jpg","【訳ありアウトレット】orpTOKYOモイスチャーミルキィ80ml","","","-1","1","0","1","","","","321072-0010000051","0","","4562147877274","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","4562189170166","4562189170166","201464","","スベルティシリーズ","","【訳あり アウトレット】SVELTY スベルティ 飲んでオフカロ 90粒","756","","1","1","","","","0","0","1","1","0","1","0","0","商品情¥n内容量：90¥nJANコード：456218917016¥n1日量：3-6¥n目安量：約15-30日¥n商品番号：E151565¥nブランド：SVELTY(スベルティ¥n販売元：キューオーエル・ラボラトリー¥n商品説¥n「スベルティ 飲んでオフカロ 90粒」は、4種類のハーブを配合したサプリメントです。従来のキトサンの3-5倍の吸着力をもつ、リポサンウルトラをはじめとする4種類のハーブを配合し、あなたの食生活をサポートします¥nお召し上がり¥n1日3-6粒を目安にお水やぬるま湯でお召上がりください¥n使用上の注¥nエビアレルギーのある方はお召上がりをお控えください¥n原産¥n日¥nお問い合わせ¥nキューオーエル・ラボラトリーズ株式会¥n0120-388-57¥n原材¥n原材¥nキトサン(エビ由来)、マルチトール、白いんげん豆キス末、澱粉、ギムネマシルベスタエキス末、ウコンエキス、ウーロン茶エキス、デキストリン、結晶セルロース、コハク酸、微粒ニ酸化ケイ素、ステアリン酸カルシウ¥n栄養成分表¥nエネルギー 3.11kcal、タンパク質 0.24g、脂質 0.02g、炭水化物 0.50g、ナトリウム 0.34mg","","","","https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4562189170166.jpg","【訳ありアウトレット】SVELTYスベルティ飲んでオフカロ90粒","","","-1","1","0","1","","","","321072-0010000040","0","","4562189170166","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
"","4562189170227","4562189170227","402583","","スベルティシリーズ","","【訳あり アウトレット】キューオーエル・ラボラトリーズ 飲んでチョーオフカロ 180粒","988","","1","0","","","","0","0","1","1","0","1","0","0","商品紹¥nそれでも食べたい方に、食べながら減量計画。ダイエットの方法は大きく分けて２種類しかありません。まず一つ目は、運動により消費カロリーを増やすこと。そしてもうひとつは食事により摂取カロリーを消費カロリーより減らすこと。運動は続けにくい上に、現代の生活スタイルでは時間を確保することすらままなりません。そんな中で大切になってくるのが食事によるカロリーコントロールです。しかしわかっていても「間食やお菓子をやめられない！」「量を減らしたらストレスですぐリバウンドしちゃう！」「どうしても外食が多いのでむり！」そんな声を多く聞きます。だったら食べたらその分、ブロックカバー！食べながらの減量計画がついに始動です。◆「リポサンウルトラ」は「飲んでオフカロ」の約３倍！気になる油分は“ポイッ！”◆トリプルブロック処方でしっかりカロリーブロック！◆ハーブで納得！◆気になる食事の前に飲むだけ。だから続けられる¥n原材料・成¥nキトサン(エビ由来)、白いんげん豆エキス、マルチトール、澱粉、ウコンエキス、桑の葉エキス末、ガルシニアカンボジアエキス末、ギムネマシルベスタエキス末、シッサスクアドラングラリスエキス末、デキストリン、ウーロン茶エキス、キダチアロエエキス、結晶セルロース、コハク酸、微粒二酸化ケイ素、ステアリン酸カルシウ¥n","","","","https://image.rakuten.co.jp/kuroko/cabinet/item/nl/4562189170227.jpg","【訳ありアウトレット】キューオーエル・ラボラトリーズ飲んでチョーオフカロ180粒","","","-1","1","0","1","","","","321072-0010000034","0","","4562189170227","0","0","","","","","","自動選択","自動選択","自動選択","自動選択","自動選択","2","","","","",""
